,DATE,CPIANN
439,1983-08-01,0.04295704295704307
440,1983-09-01,0.04282868525896411
441,1983-10-01,0.04265873015873013
442,1983-11-01,0.04154302670623149
443,1983-12-01,0.04043392504930961
444,1984-01-01,0.035259549461312524
445,1984-02-01,0.03606237816764136
446,1984-03-01,0.037900874635568425
447,1984-04-01,0.035818005808325296
448,1984-05-01,0.035748792270531425
449,1984-06-01,0.036644165863066507
450,1984-07-01,0.034582132564841585
451,1984-08-01,0.033524904214559385
452,1984-09-01,0.032473734479465055
453,1984-10-01,0.032350142721217945
454,1984-11-01,0.035137701804368496
455,1984-12-01,0.037914691943127965
456,1985-01-01,0.03973509933774837
457,1985-02-01,0.03198494825964258
458,1985-03-01,0.021535580524344542
459,1985-04-01,0.015887850467289747
460,1985-05-01,0.016791044776119375
461,1985-06-01,0.017674418604651215
462,1985-07-01,0.016713091922005544
463,1985-08-01,0.01575532900834095
464,1985-09-01,0.017576318223866842
465,1985-10-01,0.015668202764976984
466,1985-11-01,0.01284403669724776
467,1985-12-01,0.011872146118721436
468,1986-01-01,0.01364877161055505
469,1986-02-01,0.019143117593436593
470,1986-03-01,0.02841429880843271
471,1986-04-01,0.03679852805887764
472,1986-05-01,0.03669724770642202
473,1986-06-01,0.037477148080438706
474,1986-07-01,0.03926940639269404
475,1986-08-01,0.04288321167883215
476,1986-09-01,0.04272727272727275
477,1986-10-01,0.04355716878402901
478,1986-11-01,0.04528985507246377
479,1986-12-01,0.04332129963898915
480,1987-01-01,0.04129263913824052
481,1987-02-01,0.03935599284436499
482,1987-03-01,0.038324420677361824
483,1987-04-01,0.03992901508429458
484,1987-05-01,0.03982300884955752
485,1987-06-01,0.039647577092511016
486,1987-07-01,0.041300527240773315
487,1987-08-01,0.04111986001749784
488,1987-09-01,0.041848299912816016
489,1987-10-01,0.04260869565217396
490,1987-11-01,0.042461005199306685
491,1987-12-01,0.04411764705882361
492,1988-01-01,0.04482758620689658
493,1988-02-01,0.04647160068846808
494,1988-03-01,0.048927038626609465
495,1988-04-01,0.05034129692832757
496,1988-05-01,0.05276595744680854
497,1988-06-01,0.05169491525423724
498,1988-07-01,0.05063291139240506
499,1988-08-01,0.046218487394957986
500,1988-09-01,0.04435146443514642
501,1988-10-01,0.04587155963302752
502,1988-11-01,0.046550290939318444
503,1988-12-01,0.04639602319801155
504,1989-01-01,0.05198019801980196
505,1989-02-01,0.052631578947368474
506,1989-03-01,0.052373158756137406
507,1989-04-01,0.047116165718927794
508,1989-05-01,0.043654001616814805
509,1989-06-01,0.0467365028203063
510,1989-07-01,0.04819277108433735
511,1989-08-01,0.05702811244979915
512,1989-09-01,0.06169871794871797
513,1989-10-01,0.06379585326953748
514,1989-11-01,0.061953931691818766
515,1989-12-01,0.06254948535233565
516,1990-01-01,0.05647058823529403
517,1990-02-01,0.05312500000000009
518,1990-03-01,0.04821150855365488
519,1990-04-01,0.04809930178432885
520,1990-05-01,0.050348567002323784
521,1990-06-01,0.0469591993841416
522,1990-07-01,0.043678160919540146
523,1990-08-01,0.037993920972644375
524,1990-09-01,0.033962264150943396
525,1990-10-01,0.02848575712143915
526,1990-11-01,0.03066566940912508
527,1990-12-01,0.02980625931445604
528,1991-01-01,0.026726057906458968
529,1991-02-01,0.028189910979228357
530,1991-03-01,0.03189910979228474
531,1991-04-01,0.0318282753515915
532,1991-05-01,0.03023598820058993
533,1991-06-01,0.03014705882352937
534,1991-07-01,0.031571218795888485
535,1991-08-01,0.030746705710102615
536,1991-09-01,0.02992700729927003
537,1991-10-01,0.032798833819241986
538,1991-11-01,0.031204644412191455
539,1991-12-01,0.029667149059334465
540,1992-01-01,0.03253796095444685
541,1992-02-01,0.03246753246753247
542,1992-03-01,0.030194104960460225
543,1992-04-01,0.03156384505021525
544,1992-05-01,0.03221188260558339
545,1992-06-01,0.02997858672376886
546,1992-07-01,0.028469750889679714
547,1992-08-01,0.028409090909090908
548,1992-09-01,0.027639971651311167
549,1992-10-01,0.027522935779816557
550,1992-11-01,0.02744546094299793
551,1992-12-01,0.028109627547434995
552,1993-01-01,0.024509803921568627
553,1993-02-01,0.025157232704402475
554,1993-03-01,0.026517794836008253
555,1993-04-01,0.02364394993045881
556,1993-05-01,0.02288488210818316
557,1993-06-01,0.024948024948024908
558,1993-07-01,0.02698961937716267
559,1993-08-01,0.029005524861878372
560,1993-09-01,0.02965517241379318
561,1993-10-01,0.02609890109890118
562,1993-11-01,0.02602739726027405
563,1993-12-01,0.025974025974025854
564,1994-01-01,0.028708133971291787
565,1994-02-01,0.028629856850715864
566,1994-03-01,0.02787219578518011
567,1994-04-01,0.03125000000000016
568,1994-05-01,0.031186440677966065
569,1994-06-01,0.030425963488843813
570,1994-07-01,0.02830188679245275
571,1994-08-01,0.02617449664429534
572,1994-09-01,0.02545210984594764
573,1994-10-01,0.027443105756358728
574,1994-11-01,0.02603471295060065
575,1994-12-01,0.025316455696202608
576,1995-01-01,0.02790697674418597
577,1995-02-01,0.02717031146454602
578,1995-03-01,0.028439153439153517
579,1995-04-01,0.02832674571804995
580,1995-05-01,0.028270874424720656
